memory_matrix_accuracy,memory_matrix_avg_time,pattern_sequence_accuracy,pattern_sequence_avg_time,multi_switch_accuracy,switch_cost_ms,dual_task_memory_accuracy,dual_task_math_accuracy,cpt_accuracy,cpt_false_positives,keep_track_accuracy,operation_span_processing_accuracy,operation_span_storage_accuracy,find_the_box_accuracy,color_number_accuracy,color_number_false_clicks,rule_discovery_accuracy,average_rule_guesses,average_discovery_time_ms,overall_score,behavior_profile
64.87,1049.59,67.97,954.89,70.54,467.16,61.85,63.73,72.26,7,75.85,67.67,57.57,64.77,55.6,6,67.81,2.99,5652.79,67.5,Inconsistent
100.0,1372.46,86.33,799.92,91.53,433.57,89.8,98.7,100.0,2,98.98,96.89,97.77,100.0,100.0,0,75.34,1.54,5149.55,95.28,Efficient
55.6,1763.67,52.14,1375.2,34.4,567.2,40.11,49.37,34.82,5,43.05,36.52,44.31,36.59,52.41,7,39.4,3.85,6736.97,44.32,Inconsistent
56.73,1481.72,50.92,1861.33,52.27,426.48,62.64,64.31,49.98,10,47.59,46.31,60.18,46.11,60.08,7,58.45,3.09,7324.86,56.54,Inconsistent
72.68,1956.18,79.63,2061.89,86.49,462.13,79.01,82.09,73.42,3,72.43,85.47,72.52,57.53,75.77,2,81.04,3.13,5567.81,77.2,Careful
61.14,2126.1,54.08,2416.57,53.72,562.97,39.98,55.89,49.25,7,46.06,45.32,40.64,50.65,49.23,8,38.75,3.62,6734.7,50.69,Inconsistent
86.96,1601.12,90.14,1203.52,100.0,478.37,99.95,85.37,84.26,1,85.21,91.9,86.98,84.66,99.56,1,86.79,2.35,4842.19,91.06,Efficient
90.67,1653.49,100.0,1871.14,83.62,358.31,95.09,80.93,73.11,0,97.64,91.96,86.16,63.4,86.64,0,92.86,1.68,5593.7,86.75,Careful
72.33,825.55,68.07,1374.75,65.33,551.21,61.33,64.63,63.37,2,41.33,61.95,57.51,54.79,57.23,4,44.79,4.0,5998.81,63.31,Inconsistent
100.0,1110.06,100.0,1350.17,86.71,363.17,93.76,93.73,93.06,3,88.45,81.76,94.39,87.5,94.33,4,86.5,2.65,5301.12,89.51,Efficient
47.09,971.23,71.22,1459.32,39.41,477.02,66.66,50.55,64.23,8,39.49,55.23,68.75,62.82,54.42,7,39.63,3.28,6423.31,53.55,Impulsive
58.15,1999.22,48.4,2091.44,74.81,647.1,65.3,60.38,52.68,4,56.2,56.54,60.34,61.6,60.21,7,61.49,3.77,7258.88,58.65,Inconsistent
100.0,1392.79,80.2,1252.92,100.0,302.47,97.03,100.0,88.37,0,100.0,97.93,96.09,87.78,100.0,0,100.0,2.88,4298.77,98.81,Efficient
60.01,1425.65,64.01,1776.53,66.84,772.83,64.35,72.05,60.51,7,49.59,69.07,58.4,54.21,66.06,5,63.7,2.94,7322.22,60.77,Inconsistent
62.86,2770.22,67.1,3093.6,55.13,770.11,63.16,47.82,61.24,5,52.05,47.15,55.15,67.84,58.08,4,70.1,3.93,6462.1,57.91,Inconsistent
63.23,1999.99,83.83,1742.56,72.25,510.77,72.23,93.62,74.76,3,85.6,80.19,81.02,75.95,75.53,4,91.7,3.45,5779.79,74.05,Inconsistent
40.0,1539.02,46.33,1807.11,57.57,449.6,36.42,46.45,45.18,5,51.28,51.51,49.15,46.05,48.88,3,46.89,4.7,6772.09,43.9,Inconsistent
59.82,1116.02,68.84,1019.25,62.32,494.3,63.93,52.86,64.27,11,46.89,52.51,59.35,47.87,49.71,7,48.79,3.69,6455.45,54.95,Impulsive
91.93,1185.22,85.59,1315.96,89.53,255.64,77.8,89.26,78.42,3,76.08,82.42,90.84,86.87,80.14,3,94.35,3.07,5633.44,86.61,Efficient
89.2,1323.16,85.86,1184.87,93.93,334.85,96.91,94.55,99.53,3,87.41,87.07,100.0,93.28,89.98,1,100.0,2.51,5451.37,95.19,Efficient
39.69,1270.9,52.22,971.04,35.09,425.14,38.26,36.19,32.15,7,39.6,34.11,49.62,30.0,33.6,6,25.13,4.25,7599.09,36.87,Impulsive
57.91,1305.03,42.1,1238.25,44.24,383.49,59.34,55.01,43.91,9,75.4,32.78,51.38,55.23,49.62,6,62.9,3.47,7130.05,56.95,Impulsive
59.92,736.18,49.68,1050.02,54.56,191.58,54.75,63.34,61.28,8,60.23,67.88,65.64,65.45,66.2,6,68.47,4.12,6762.27,61.4,Impulsive
81.99,2062.63,81.96,2095.65,82.06,343.67,74.44,83.29,81.79,3,83.11,71.56,73.75,71.22,84.33,1,79.08,2.88,5296.4,79.86,Careful
80.72,1115.46,93.78,855.32,93.42,439.93,94.68,100.0,100.0,2,99.5,85.52,89.11,92.46,87.01,0,97.72,2.49,5177.77,95.13,Efficient
85.76,1914.42,83.12,1784.69,70.64,361.7,91.48,78.02,85.04,0,82.86,71.45,82.27,74.43,78.9,0,88.01,1.86,5567.87,77.04,Careful
100.0,1329.42,100.0,1259.43,98.39,238.12,92.13,91.57,96.58,0,100.0,97.81,95.2,100.0,95.43,0,93.74,2.35,5431.34,100.0,Efficient
80.69,1212.43,99.07,1119.64,91.35,290.11,89.65,79.51,94.3,3,71.97,96.47,79.34,91.71,90.33,2,100.0,2.44,4993.73,85.14,Efficient
69.89,1978.14,68.14,1931.27,64.05,684.35,61.56,66.91,66.34,8,57.47,70.66,75.1,72.73,68.37,5,61.8,2.72,6283.15,67.84,Inconsistent
77.23,1953.16,70.14,1973.56,77.68,605.37,92.08,77.04,77.34,2,77.46,72.02,70.69,79.13,70.01,2,77.64,3.01,5678.25,75.7,Inconsistent
46.63,1907.5,33.88,1733.45,33.48,339.86,36.43,27.12,45.38,5,34.36,38.39,42.88,30.34,38.58,3,36.3,5.13,8029.13,32.26,Inconsistent
81.86,2600.26,89.26,2137.21,80.16,551.76,89.79,88.36,84.46,2,81.29,86.04,89.23,100.0,92.34,0,93.61,2.54,5134.23,89.1,Careful
98.06,1207.95,100.0,1286.86,96.04,556.38,88.72,94.45,100.0,0,95.03,94.99,85.71,98.6,88.97,0,100.0,2.51,3850.7,98.94,Efficient
88.78,1121.35,94.48,1085.79,100.0,331.02,87.99,92.19,76.27,3,94.24,79.3,89.81,87.03,85.44,0,74.02,2.36,5679.21,88.29,Efficient
99.34,1159.98,95.92,1059.65,93.47,361.98,88.14,99.67,95.77,2,95.6,100.0,95.3,98.47,100.0,0,100.0,2.28,4374.86,95.85,Efficient
54.41,1094.02,43.9,994.85,43.61,434.46,49.8,37.74,47.23,9,60.87,38.04,47.37,45.35,66.13,6,45.25,4.51,6706.23,50.86,Impulsive
85.86,2241.69,84.22,2121.56,90.72,599.53,100.0,89.26,94.97,0,93.07,96.78,83.22,86.45,86.48,1,93.02,3.02,5698.0,90.41,Careful
100.0,1473.06,100.0,1114.42,100.0,703.57,100.0,100.0,100.0,5,100.0,100.0,100.0,100.0,100.0,1,100.0,2.36,3974.48,99.5,Inconsistent
99.01,1298.26,88.13,1321.97,86.07,359.54,98.4,90.07,94.44,1,87.62,86.74,96.56,95.37,87.42,0,79.87,1.92,5450.76,94.88,Efficient
94.49,1740.57,89.49,1638.59,87.97,526.39,87.57,90.98,89.72,2,83.42,97.68,97.8,100.0,90.58,1,98.59,2.29,4682.98,88.68,Careful
73.9,1198.92,85.62,1451.87,67.79,382.7,89.31,76.1,70.96,1,92.13,78.83,94.63,89.14,72.99,1,78.61,2.89,6445.96,79.7,Efficient
70.11,1777.85,59.05,1779.09,77.42,614.19,75.09,80.91,76.84,7,80.55,83.25,65.08,83.71,73.5,7,81.42,2.56,4725.37,74.38,Inconsistent
97.98,1906.69,94.77,2161.84,95.25,329.61,84.61,99.96,91.92,1,82.99,73.74,91.74,100.0,83.37,0,82.16,2.82,5040.95,89.81,Careful
68.88,1379.9,65.06,1445.35,67.04,523.9,61.41,73.71,67.65,5,70.28,66.87,69.79,69.26,58.17,4,68.95,3.33,5995.46,66.93,Impulsive
28.95,934.52,31.37,1160.39,35.18,496.71,25.58,26.29,23.87,9,22.02,20.0,33.46,21.02,20.56,9,20.0,4.8,6713.1,29.44,Impulsive
97.02,1456.62,94.14,1523.11,85.04,393.78,90.17,100.0,78.09,0,77.69,81.8,88.13,94.14,80.28,0,77.92,2.23,5264.82,91.18,Careful
100.0,1983.14,100.0,1369.69,90.24,556.86,81.74,100.0,99.52,2,95.73,95.29,79.82,98.26,92.35,1,97.06,2.31,4886.92,95.48,Careful
55.61,878.23,70.63,867.24,78.31,313.65,58.79,83.81,67.89,4,69.9,76.31,70.26,56.32,41.18,5,58.13,3.82,6486.66,63.28,Impulsive
57.6,1310.36,59.72,1230.22,55.67,503.95,60.72,50.49,68.16,5,44.46,58.37,57.39,57.93,52.26,9,45.42,3.76,4319.58,56.73,Impulsive
43.29,1393.11,34.62,1088.63,30.83,228.5,47.94,30.8,33.6,5,33.58,40.62,44.68,49.25,48.07,4,39.72,4.09,6587.39,38.11,Impulsive
72.79,1211.32,73.87,1266.19,62.18,662.35,58.56,65.19,70.29,10,57.16,72.11,70.44,65.99,67.94,7,68.03,2.89,4903.1,65.59,Impulsive
86.73,1790.85,82.29,1572.48,87.67,528.78,85.31,88.47,76.49,0,89.41,92.7,87.06,89.3,83.61,0,92.51,2.55,5213.91,86.61,Careful
94.49,1545.71,97.85,1059.3,100.0,414.28,98.28,98.66,99.48,1,92.79,80.89,100.0,100.0,100.0,2,100.0,2.41,4973.47,97.72,Efficient
81.69,1737.9,95.25,1718.11,87.85,338.75,75.73,89.26,78.4,1,83.0,64.99,88.3,76.42,80.12,1,69.24,3.32,5115.52,82.52,Careful
89.05,1436.22,77.48,1130.86,78.23,422.56,88.1,75.93,81.28,5,64.78,78.29,91.19,83.44,87.95,1,89.36,2.36,5249.72,83.23,Efficient
35.97,1238.76,32.21,1033.78,54.35,577.71,38.22,40.52,33.45,12,41.03,50.07,45.16,42.27,30.61,8,40.18,4.64,6613.35,42.62,Impulsive
80.27,943.38,78.88,1306.8,88.54,311.41,64.28,89.83,72.21,1,72.13,79.34,100.0,96.87,89.11,2,86.66,2.64,5972.07,77.79,Efficient
58.68,1983.63,36.0,2274.79,39.79,672.44,45.14,39.16,52.17,7,55.05,40.46,58.12,56.72,47.52,6,50.35,4.02,6366.33,49.34,Inconsistent
89.29,1878.7,66.95,1896.61,69.24,472.23,60.04,68.87,74.24,0,89.76,86.41,79.95,75.55,84.16,3,89.49,2.71,5525.01,81.72,Careful
100.0,1256.53,100.0,1386.98,100.0,448.86,100.0,100.0,100.0,3,100.0,100.0,100.0,100.0,100.0,1,100.0,1.77,3994.19,100.0,Efficient
30.04,1910.92,33.54,2187.23,23.27,732.48,27.94,46.94,35.2,7,51.18,35.29,35.77,41.18,20.0,9,37.9,4.38,6531.62,34.78,Inconsistent
24.14,1033.14,29.16,976.1,33.08,416.05,20.0,35.2,29.52,8,23.03,29.0,26.76,34.11,24.99,9,29.92,5.09,7070.07,28.82,Impulsive
87.24,1908.4,100.0,1772.8,79.58,404.23,87.92,97.09,84.66,1,85.1,95.26,77.15,99.81,100.0,1,100.0,2.4,6156.44,90.21,Careful
89.89,2070.58,95.35,2080.86,100.0,513.16,92.84,94.23,95.79,3,100.0,82.16,100.0,94.8,91.7,2,94.33,2.7,4546.04,95.67,Careful
83.4,1627.07,80.12,1744.66,100.0,478.94,94.94,92.25,92.98,3,91.15,82.64,95.71,90.12,82.0,2,96.77,2.18,5222.12,90.8,Careful
79.53,2017.55,96.02,1917.3,82.38,448.5,89.67,64.2,87.44,0,82.74,80.18,85.48,80.06,67.04,1,92.33,3.34,5556.32,79.36,Careful
89.27,1725.26,85.69,1768.72,88.18,469.65,85.53,90.46,87.22,2,80.68,81.24,85.33,83.64,93.26,0,84.65,3.07,5057.01,86.89,Careful
47.66,1014.7,70.67,1500.06,53.45,371.1,62.78,67.7,49.54,10,57.5,58.7,54.41,63.89,51.13,9,56.97,3.55,6286.63,54.58,Impulsive
72.98,1408.03,80.19,1342.77,82.95,490.52,77.72,67.41,71.58,9,73.23,81.0,82.79,77.94,81.92,5,61.98,3.28,6199.71,76.56,Impulsive
93.7,1512.01,99.22,1852.12,96.47,552.26,99.23,99.35,91.32,2,89.17,93.51,99.49,83.27,93.92,3,95.43,2.75,4991.92,93.02,Careful
100.0,1610.13,100.0,1734.99,91.86,534.13,90.27,100.0,99.14,2,99.09,96.8,100.0,100.0,95.16,0,100.0,2.56,5817.95,96.05,Careful
77.79,1917.08,58.01,2049.3,74.58,639.24,71.31,74.74,78.37,0,80.67,73.32,67.31,66.87,67.51,2,93.83,2.86,5396.61,75.39,Inconsistent
64.47,1977.44,69.0,1988.19,61.65,639.91,62.49,65.06,59.7,5,59.49,60.45,66.5,77.06,54.23,0,66.34,2.9,6664.34,66.72,Inconsistent
92.19,1552.21,96.81,1494.59,80.46,462.91,88.71,92.53,88.8,4,90.99,77.46,92.53,84.21,90.9,4,96.38,2.7,5290.41,91.85,Efficient
81.42,2010.5,73.83,1969.57,70.46,659.48,71.76,80.3,85.07,3,75.08,63.88,100.0,89.43,87.95,2,95.14,3.19,4821.64,80.53,Careful
86.81,1049.75,84.11,1061.92,87.88,277.07,64.96,77.55,88.11,0,85.56,96.28,95.12,83.89,79.47,1,72.86,3.52,6145.77,83.16,Efficient
53.89,1448.73,55.31,1426.29,49.57,366.84,60.72,57.63,46.52,9,44.25,58.34,56.75,49.11,37.19,7,59.63,3.74,5821.28,52.04,Impulsive
76.48,1386.07,76.7,1162.22,68.62,453.94,74.64,78.33,59.97,7,66.83,60.24,64.03,75.04,60.24,5,90.63,3.35,6417.23,67.44,Impulsive
99.83,926.41,91.47,1160.65,94.42,360.55,95.34,84.72,100.0,1,92.06,92.54,88.97,100.0,100.0,0,93.7,1.91,5924.23,96.98,Efficient
95.83,1790.53,97.5,2118.73,78.55,530.9,95.19,86.54,85.61,1,88.26,92.95,79.14,91.88,89.92,3,100.0,3.32,4944.14,88.36,Careful
81.21,1270.17,94.74,1047.72,84.57,303.63,81.75,79.93,81.74,3,85.19,100.0,83.9,71.37,91.97,2,79.02,2.12,4582.22,79.96,Efficient
48.92,918.58,61.87,1007.88,37.57,458.38,54.45,33.15,49.6,7,60.9,52.21,49.66,43.81,48.54,6,46.03,3.6,6818.14,50.44,Impulsive
84.25,1472.83,80.6,1340.37,71.72,489.19,100.0,79.55,83.02,2,96.45,89.18,86.65,90.74,86.69,0,87.24,3.17,5030.86,86.12,Efficient
80.65,1536.21,77.5,1318.35,95.19,475.9,92.77,80.83,92.75,1,89.89,84.82,77.61,90.15,100.0,0,87.55,2.35,5375.33,90.35,Efficient
79.68,1525.4,93.56,1818.69,77.97,467.92,95.72,93.15,88.53,1,86.75,79.23,92.46,83.57,93.75,0,100.0,2.35,5011.15,91.72,Careful
92.45,957.51,82.69,1412.52,83.47,285.19,76.05,93.86,86.77,5,78.58,95.27,87.88,82.31,95.39,0,85.12,1.79,6262.65,86.34,Efficient
83.76,860.11,80.02,1200.2,97.55,339.73,75.33,88.61,88.37,2,88.38,94.08,85.79,93.98,100.0,0,87.39,2.75,4978.32,90.63,Efficient
44.26,975.39,40.87,1178.42,28.22,559.65,32.99,49.95,41.99,7,28.03,44.3,37.01,34.49,32.32,5,50.48,3.76,7915.25,35.35,Inconsistent
75.18,1948.13,80.86,1946.34,72.31,412.65,67.57,78.6,90.05,2,81.05,82.78,64.31,84.86,82.1,3,75.37,2.75,5007.39,78.17,Careful
85.19,874.24,99.64,1057.39,93.12,353.44,88.12,92.72,89.95,3,91.23,86.72,82.77,85.7,74.91,0,95.96,2.64,5569.14,89.27,Efficient
78.61,1401.51,80.8,648.25,82.74,374.74,73.71,79.2,76.45,1,71.35,74.53,71.87,77.71,84.53,2,82.16,3.15,5460.28,78.61,Efficient
77.84,1659.43,87.98,1465.77,93.69,417.86,100.0,86.74,85.49,6,96.48,80.2,85.68,87.62,87.01,0,99.09,1.94,4479.56,89.3,Careful
86.87,889.42,94.7,1105.42,83.78,359.84,89.93,77.36,82.09,1,81.83,84.36,89.49,70.01,74.65,0,77.4,3.36,5670.83,82.53,Efficient
88.98,1851.87,90.15,1883.04,100.0,558.31,95.75,88.21,95.96,4,97.46,92.67,87.96,87.44,81.99,1,92.22,2.52,5136.04,94.66,Careful
62.81,1583.71,67.73,1496.89,56.58,511.71,59.46,57.9,50.85,4,57.78,43.04,59.22,39.16,48.3,3,63.92,3.97,6197.84,50.77,Inconsistent
92.58,845.57,86.76,1158.77,83.11,448.92,100.0,100.0,100.0,0,96.2,88.87,90.43,94.24,87.63,1,100.0,2.79,6011.28,89.87,Efficient
100.0,1147.19,86.78,939.9,96.4,134.78,79.61,100.0,90.55,1,90.41,83.35,94.0,92.15,100.0,0,100.0,2.68,4871.48,93.25,Efficient
52.83,1104.12,47.99,1232.0,53.74,255.79,47.74,59.15,49.67,8,62.26,47.12,52.04,51.57,67.17,9,59.54,3.94,6282.98,55.45,Impulsive
89.39,1666.59,98.11,1245.58,98.26,366.12,93.06,100.0,100.0,2,95.02,97.57,91.95,100.0,86.02,0,100.0,2.6,4676.15,99.61,Efficient
55.46,2114.03,53.39,2385.83,57.01,739.89,54.33,30.85,41.51,5,34.64,59.16,53.34,49.81,42.07,4,42.52,4.22,7102.69,50.82,Inconsistent
85.63,1421.86,87.81,1204.31,93.64,333.88,86.94,76.61,84.71,0,92.92,100.0,100.0,95.19,93.38,1,99.31,1.95,5172.81,91.86,Efficient
49.03,1197.01,60.56,1221.66,51.27,431.67,58.82,46.95,55.36,11,50.73,55.89,56.56,41.29,49.4,6,57.44,3.55,6388.6,55.7,Impulsive
64.94,1981.78,76.1,2301.56,73.12,700.57,75.49,72.55,77.39,5,91.95,73.97,78.89,92.52,72.16,4,92.89,2.83,5497.03,80.26,Inconsistent
100.0,1680.04,96.78,1807.84,89.03,509.16,100.0,90.43,89.15,2,100.0,100.0,100.0,100.0,97.28,0,97.25,1.8,5351.09,94.94,Careful
64.13,1821.59,84.84,1553.55,75.09,531.0,66.25,74.87,78.72,0,75.87,64.12,91.62,84.56,73.85,1,73.88,2.48,5064.57,79.71,Careful
100.0,1424.81,87.53,1371.86,74.16,470.85,91.82,95.71,90.73,0,85.26,79.34,79.53,85.16,83.74,0,81.65,2.7,5587.34,86.88,Efficient
75.47,1178.8,88.83,1121.29,83.08,280.82,69.03,77.51,84.81,3,81.64,79.43,66.91,95.84,83.11,3,93.39,3.41,7083.13,82.64,Efficient
100.0,2052.14,77.34,2184.5,94.57,390.05,90.58,84.41,93.02,1,82.97,82.06,81.48,91.31,85.86,1,82.85,3.04,4975.87,91.97,Careful
90.34,1929.8,83.77,1650.35,100.0,630.68,81.87,80.55,86.73,0,75.78,95.46,78.19,79.06,92.42,0,88.01,2.78,5173.1,86.01,Careful
95.23,1424.08,83.98,1414.73,90.55,432.73,100.0,88.92,94.61,0,88.18,87.07,68.24,86.19,85.14,0,94.11,2.13,4534.38,88.45,Efficient
89.43,1741.52,92.71,1901.77,92.19,399.64,82.1,91.5,92.14,0,100.0,100.0,83.95,88.48,79.07,0,85.46,2.45,4503.04,88.65,Careful
92.84,1293.24,90.48,1364.6,80.05,228.22,82.88,76.16,87.54,3,85.49,84.66,91.12,83.63,86.16,2,84.51,2.85,5300.95,86.87,Efficient
61.09,787.85,67.58,1038.09,49.8,429.34,56.71,59.05,65.06,10,55.22,53.83,56.08,63.28,58.98,8,46.47,4.23,6244.46,59.17,Impulsive
97.47,1513.84,100.0,1289.97,92.96,329.66,88.8,98.69,99.37,3,95.81,100.0,93.32,95.95,97.93,3,97.52,2.8,5348.48,93.0,Efficient
89.0,1164.86,79.11,980.19,96.98,539.54,94.65,100.0,89.46,9,89.59,92.08,97.86,78.96,96.61,8,90.54,2.88,5858.38,90.45,Inconsistent
95.66,2104.92,97.41,1603.65,73.27,416.65,95.14,99.56,91.43,3,87.51,80.62,80.05,92.75,89.64,0,89.28,2.53,5082.63,91.34,Careful
81.62,1952.73,89.64,2047.88,86.63,410.89,83.04,84.56,87.4,0,82.18,88.38,86.1,83.44,100.0,0,92.06,2.11,5518.78,85.78,Careful
100.0,1784.56,88.63,1692.16,84.05,323.55,100.0,75.07,91.74,2,92.06,91.75,80.25,83.18,100.0,2,100.0,1.37,3603.04,91.46,Careful
100.0,1590.48,91.98,1132.35,100.0,556.05,93.18,100.0,92.62,2,100.0,100.0,100.0,91.86,86.55,0,100.0,1.68,5062.39,96.5,Efficient
89.47,1188.46,77.07,1226.67,100.0,252.42,81.91,100.0,89.76,1,100.0,99.55,98.91,91.59,81.66,0,89.58,2.46,5176.31,89.11,Efficient
41.26,2219.34,51.39,2137.46,46.23,678.75,60.63,38.17,40.86,5,44.79,39.44,43.34,28.21,40.59,4,51.45,3.78,6319.6,44.34,Inconsistent
98.25,975.45,90.73,1317.49,79.09,329.65,82.97,72.23,94.55,0,94.78,91.62,90.01,100.0,93.37,1,86.0,2.75,4935.69,88.99,Efficient
36.54,1251.14,38.12,1439.58,50.64,533.33,50.57,37.98,44.86,8,41.66,52.08,43.34,40.2,54.61,7,33.49,3.81,7721.5,40.45,Impulsive
73.37,1432.65,71.54,1826.54,74.67,610.57,63.48,86.52,62.6,4,70.03,66.83,66.53,65.49,62.95,4,79.82,3.23,5176.89,67.48,Inconsistent
100.0,1420.93,89.44,1147.86,98.31,229.12,94.42,100.0,100.0,1,98.1,99.51,100.0,100.0,92.36,1,90.99,1.64,4876.13,98.77,Efficient
86.85,942.24,92.98,926.49,95.61,281.59,77.29,100.0,100.0,3,97.28,96.15,94.42,87.12,88.82,0,98.39,2.56,5124.86,90.55,Efficient
65.95,1357.27,63.45,1592.23,64.9,544.34,63.91,60.32,47.49,5,74.9,68.24,53.73,69.39,62.02,7,61.83,3.38,5683.46,64.4,Inconsistent
45.51,1231.36,64.0,1409.56,41.23,445.4,49.31,44.31,37.86,9,58.24,46.47,39.27,48.71,53.78,7,37.88,3.62,6618.24,45.78,Impulsive
49.22,2260.22,54.3,2286.87,55.44,742.17,47.3,60.54,50.45,4,55.22,42.57,60.63,48.43,61.07,5,60.68,4.09,5634.39,53.42,Inconsistent
91.27,1684.84,100.0,1874.81,82.73,311.93,97.68,100.0,98.01,2,82.95,90.78,94.85,95.98,93.36,1,100.0,3.87,5715.86,94.6,Careful
72.24,1754.11,74.8,2044.69,81.31,771.04,68.43,61.24,64.17,5,63.64,61.29,67.61,67.99,55.16,3,74.34,4.17,5754.13,63.38,Inconsistent
80.84,1190.17,84.17,1662.28,99.71,206.59,95.23,73.67,94.91,1,97.59,77.41,66.63,86.22,95.78,1,100.0,3.17,6033.53,91.01,Efficient
70.89,1761.76,70.2,1908.66,67.3,867.97,74.23,65.42,67.39,3,63.21,74.7,69.38,62.59,55.14,3,76.99,2.94,6627.9,68.07,Inconsistent
69.72,1976.4,73.43,2217.92,66.62,549.1,84.87,67.1,81.71,0,94.64,94.91,67.07,83.91,73.61,1,70.78,1.89,5162.8,74.79,Careful
84.79,1859.88,74.83,1980.77,76.29,750.42,65.27,79.42,89.0,6,81.39,81.84,84.84,74.59,82.81,3,90.62,2.72,6307.77,81.79,Inconsistent
88.0,1945.67,79.29,1340.64,85.78,558.34,100.0,94.22,81.91,2,100.0,91.29,94.82,92.1,91.53,2,70.2,2.71,5857.76,88.06,Careful
39.37,2077.65,33.08,1997.65,41.95,711.63,47.35,35.27,37.84,7,34.32,34.97,37.34,49.61,43.31,6,43.41,3.3,8743.92,40.76,Inconsistent
48.23,1174.11,40.34,1075.32,57.48,369.98,53.63,60.72,39.51,10,64.49,36.7,39.69,44.31,59.74,8,51.31,4.65,6743.22,42.74,Impulsive
90.28,675.66,85.29,1190.09,89.92,256.86,98.05,83.45,88.67,2,98.73,89.06,97.19,87.72,96.54,1,87.29,2.75,5131.64,92.04,Efficient
97.77,1169.33,100.0,1206.25,100.0,452.24,98.75,96.76,100.0,3,100.0,87.08,88.07,100.0,93.88,0,100.0,2.72,4504.96,98.88,Efficient
91.33,2161.64,75.15,2148.19,77.34,400.49,87.45,84.34,80.85,0,74.13,86.83,89.59,88.3,84.57,0,74.86,2.65,4322.37,80.95,Careful
98.91,1221.12,100.0,1287.11,85.2,313.85,98.1,100.0,100.0,1,94.54,100.0,100.0,100.0,100.0,0,98.86,2.06,4837.8,98.92,Efficient
69.72,965.72,57.05,891.53,69.45,479.81,72.62,72.5,74.31,10,59.52,60.37,62.59,55.39,68.62,7,70.39,2.54,5649.09,66.43,Impulsive
25.59,1509.26,27.6,1381.59,34.77,420.72,20.0,34.43,30.74,4,26.74,27.08,29.32,42.1,31.61,5,20.34,5.07,8102.37,26.42,Inconsistent
88.04,1726.63,98.76,2150.54,90.69,477.65,86.5,79.01,87.11,1,92.07,92.98,91.44,81.88,92.02,2,79.74,2.41,5602.03,89.5,Careful
41.83,1214.3,39.92,1124.58,49.11,363.07,37.39,23.53,33.18,9,43.15,38.6,33.4,58.96,49.92,7,42.77,3.43,6981.0,42.31,Impulsive
79.74,2323.9,90.63,2196.95,70.06,716.99,81.14,76.97,91.58,5,88.44,83.28,89.12,70.82,97.59,4,73.8,2.85,5019.02,83.22,Inconsistent
100.0,1176.81,87.84,1103.27,87.06,407.09,89.37,93.39,83.54,3,99.05,91.88,100.0,76.25,100.0,2,100.0,2.75,6026.75,93.92,Efficient
92.76,1726.59,95.64,1299.52,93.26,369.89,89.93,99.58,88.48,1,94.2,100.0,97.86,91.96,77.82,1,89.13,2.25,5558.8,93.15,Efficient
29.42,1642.4,41.31,1017.98,37.57,717.86,31.7,37.7,25.78,0,33.0,33.92,28.99,36.23,26.5,2,37.33,4.71,7206.16,29.43,Inconsistent
72.65,1434.08,73.13,1508.37,66.18,296.74,75.44,78.89,88.43,1,80.79,79.28,84.96,79.02,100.0,0,77.25,2.91,5641.58,78.99,Efficient
57.25,1116.1,63.74,1325.45,59.96,493.63,53.53,69.54,60.16,5,50.98,71.59,45.36,42.36,50.76,5,47.31,2.86,5510.7,55.21,Impulsive
100.0,1102.79,96.75,1365.33,100.0,461.72,100.0,90.82,96.8,0,96.1,97.69,100.0,100.0,93.98,0,100.0,2.13,4931.43,99.62,Efficient
94.61,1490.64,81.88,1578.21,89.49,356.92,92.6,90.08,87.47,0,85.05,85.74,83.59,91.66,100.0,2,92.23,3.03,6356.46,87.17,Efficient
76.37,1207.1,71.33,904.99,87.11,442.07,71.86,85.57,82.55,3,78.76,90.86,77.18,80.0,70.25,2,58.01,3.06,5197.32,73.37,Efficient
76.05,1890.89,78.54,1631.82,79.56,529.23,84.28,71.11,79.17,2,75.52,85.35,84.35,73.69,85.87,0,81.46,3.61,5849.77,83.67,Careful
80.9,2251.21,87.06,1968.75,96.91,497.36,85.36,84.12,95.69,1,86.26,97.55,92.14,85.97,92.55,1,91.59,2.21,5893.02,90.81,Careful
82.3,1113.3,73.31,1037.99,69.97,298.18,82.47,90.74,80.97,2,95.83,82.76,82.8,82.09,92.26,1,75.78,3.22,5378.25,83.31,Efficient
92.16,2125.87,90.3,1662.38,81.13,357.73,93.44,77.96,84.44,2,81.18,90.62,80.77,90.68,89.36,0,81.23,3.32,5469.2,82.73,Careful
87.21,1256.96,90.37,1454.49,86.05,264.51,81.57,97.33,100.0,2,99.73,93.87,86.08,88.92,99.67,1,70.68,1.97,5191.09,88.81,Efficient
80.99,1501.37,88.69,1471.14,73.36,526.85,75.2,77.85,86.58,10,71.52,70.67,80.26,84.11,72.74,10,84.4,3.3,5721.82,84.47,Inconsistent
55.23,1964.73,54.78,1694.12,48.7,528.47,62.66,66.79,58.46,7,59.15,76.37,68.6,71.89,43.17,4,66.03,3.34,5770.78,61.11,Inconsistent
57.89,661.89,38.48,1273.83,58.9,572.38,41.2,55.5,58.71,10,59.03,38.82,48.35,57.67,57.44,9,54.41,4.31,7219.34,53.67,Impulsive
